"","area_id","area_name","state","party","votes_first_vote","votes_second_vote"
"1392",196,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg","Thüringen","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1393",197,"Neuwied","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1394",198,"Ahrweiler","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1395",199,"Koblenz","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1396",200,"Mosel/Rhein-Hunsrück","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1397",201,"Kreuznach","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1398",202,"Bitburg","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1399",203,"Trier","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1400",204,"Montabaur","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1401",205,"Mainz","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1402",206,"Worms","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1403",207,"Ludwigshafen/Frankenthal","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1404",208,"Neustadt – Speyer","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1405",209,"Kaiserslautern","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1406",210,"Pirmasens","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1407",211,"Südpfalz","Rheinland-Pfalz","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1408",212,"Altötting","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",68435,55419
"1409",213,"Erding – Ebersberg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",78212,63526
"1410",214,"Freising","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",79538,73650
"1411",215,"Fürstenfeldbruck","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",82603,75625
"1412",216,"Ingolstadt","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",90383,76234
"1413",217,"München-Nord","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",55903,49899
"1414",218,"München-Ost","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",68286,58526
"1415",219,"München-Süd","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",55875,50674
"1416",220,"München-West/Mitte","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",64074,57370
"1417",221,"München-Land","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",85350,73193
"1418",222,"Rosenheim","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",84982,75181
"1419",223,"Bad Tölz-Wolfratshausen – Miesbach","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",62466,54787
"1420",224,"Starnberg – Landsberg am Lech","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",73946,67511
"1421",225,"Traunstein","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",80055,71213
"1422",226,"Weilheim","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",63783,57258
"1423",227,"Deggendorf","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",52167,48183
"1424",228,"Landshut","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",75701,75522
"1425",229,"Passau","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",61835,52937
"1426",230,"Rottal-Inn","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",55365,52778
"1427",231,"Straubing","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",60975,53711
"1428",232,"Amberg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",80075,71731
"1429",233,"Regensburg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",78868,74720
"1430",234,"Schwandorf","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",77091,66827
"1431",235,"Weiden","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",59287,55691
"1432",236,"Bamberg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",60675,56141
"1433",237,"Bayreuth","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",58667,53064
"1434",238,"Coburg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",55078,48406
"1435",239,"Hof","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",59181,48772
"1436",240,"Kulmbach","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",74105,58108
"1437",241,"Ansbach","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",81435,74428
"1438",242,"Erlangen","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",62772,52412
"1439",243,"Fürth","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",78558,69468
"1440",244,"Nürnberg-Nord","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",45340,40106
"1441",245,"Nürnberg-Süd","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",46511,40882
"1442",246,"Roth","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",81867,69739
"1443",247,"Aschaffenburg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",68670,54983
"1444",248,"Bad Kissingen","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",86602,75793
"1445",249,"Main-Spessart","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",72397,65243
"1446",250,"Schweinfurt","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",73901,63674
"1447",251,"Würzburg","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",76512,67583
"1448",252,"Augsburg-Stadt","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",52769,48422
"1449",253,"Augsburg-Land","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",94252,81831
"1450",254,"Donau-Ries","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",68768,63640
"1451",255,"Neu-Ulm","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",80501,72098
"1452",256,"Oberallgäu","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",88357,72853
"1453",257,"Ostallgäu","Bayern","Christlich.Soziale.Union.in.Bayern.e.V.",93431,79932
"1454",258,"Stuttgart I","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1455",259,"Stuttgart II","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1456",260,"Böblingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1457",261,"Esslingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1458",262,"Nürtingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1459",263,"Göppingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1460",264,"Waiblingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1461",265,"Ludwigsburg","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1462",266,"Neckar-Zaber","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1463",267,"Heilbronn","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1464",268,"Schwäbisch Hall – Hohenlohe","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1465",269,"Backnang – Schwäbisch Gmünd","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1466",270,"Aalen – Heidenheim","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1467",271,"Karlsruhe-Stadt","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1468",272,"Karlsruhe-Land","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1469",273,"Rastatt","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1470",274,"Heidelberg","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1471",275,"Mannheim","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1472",276,"Odenwald – Tauber","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1473",277,"Rhein-Neckar","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1474",278,"Bruchsal – Schwetzingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1475",279,"Pforzheim","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1476",280,"Calw","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1477",281,"Freiburg","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1478",282,"Lörrach – Müllheim","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1479",283,"Emmendingen – Lahr","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1480",284,"Offenburg","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1481",285,"Rottweil – Tuttlingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1482",286,"Schwarzwald-Baar","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1483",287,"Konstanz","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1484",288,"Waldshut","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1485",289,"Reutlingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1486",290,"Tübingen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1487",291,"Ulm","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1488",292,"Biberach","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1489",293,"Bodensee","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1490",294,"Ravensburg","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1491",295,"Zollernalb – Sigmaringen","Baden-Württemberg","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1492",296,"Saarbrücken","Saarland","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1493",297,"Saarlouis","Saarland","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1494",298,"St. Wendel","Saarland","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1495",299,"Homburg","Saarland","Christlich.Soziale.Union.in.Bayern.e.V.",0,0
"1496",1,"Flensburg – Schleswig","Schleswig-Holstein","Freie.Demokratische.Partei",11143,18948
"1497",2,"Nordfriesland – Dithmarschen Nord","Schleswig-Holstein","Freie.Demokratische.Partei",11103,18048
"1498",3,"Steinburg – Dithmarschen Süd","Schleswig-Holstein","Freie.Demokratische.Partei",14441,17294
"1499",4,"Rendsburg-Eckernförde","Schleswig-Holstein","Freie.Demokratische.Partei",10077,19071
"1500",5,"Kiel","Schleswig-Holstein","Freie.Demokratische.Partei",11179,17480
"1501",6,"Plön – Neumünster","Schleswig-Holstein","Freie.Demokratische.Partei",9379,16481
"1502",7,"Pinneberg","Schleswig-Holstein","Freie.Demokratische.Partei",14441,24735
"1503",8,"Segeberg – Stormarn-Mitte","Schleswig-Holstein","Freie.Demokratische.Partei",15610,26042
"1504",9,"Ostholstein – Stormarn-Nord","Schleswig-Holstein","Freie.Demokratische.Partei",10044,18140
"1505",10,"Herzogtum Lauenburg – Stormarn-Süd","Schleswig-Holstein","Freie.Demokratische.Partei",15773,26162
"1506",11,"Lübeck","Schleswig-Holstein","Freie.Demokratische.Partei",8311,14102
"1507",12,"Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",7470,9878
"1508",13,"Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",8290,9008
"1509",14,"Rostock – Landkreis Rostock II","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",7368,10652
"1510",15,"Vorpommern-Rügen – Vorpommern-Greifswald I","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",5229,11490
"1511",16,"Mecklenburgische Seenplatte I – Vorpommern-Greifswald II","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",8906,8658
"1512",17,"Mecklenburgische Seenplatte II – Landkreis Rostock III","Mecklenburg-Vorpommern","Freie.Demokratische.Partei",6653,8227
"1513",18,"Hamburg-Mitte","Hamburg","Freie.Demokratische.Partei",11181,16172
"1514",19,"Hamburg-Altona","Hamburg","Freie.Demokratische.Partei",12510,16261
"1515",20,"Hamburg-Eimsbüttel","Hamburg","Freie.Demokratische.Partei",10542,17491
"1516",21,"Hamburg-Nord","Hamburg","Freie.Demokratische.Partei",14887,24515
"1517",22,"Hamburg-Wandsbek","Hamburg","Freie.Demokratische.Partei",11997,17578
"1518",23,"Hamburg-Bergedorf – Harburg","Hamburg","Freie.Demokratische.Partei",8032,13310
"1519",24,"Aurich – Emden","Niedersachsen","Freie.Demokratische.Partei",6882,10079
"1520",25,"Unterems","Niedersachsen","Freie.Demokratische.Partei",7758,13629
"1521",26,"Friesland – Wilhelmshaven – Wittmund","Niedersachsen","Freie.Demokratische.Partei",8072,12958
"1522",27,"Oldenburg – Ammerland","Niedersachsen","Freie.Demokratische.Partei",10635,18137
"1523",28,"Delmenhorst – Wesermarsch – Oldenburg-Land","Niedersachsen","Freie.Demokratische.Partei",15209,17076
"1524",29,"Cuxhaven – Stade II","Niedersachsen","Freie.Demokratische.Partei",6967,11482
"1525",30,"Stade I – Rotenburg II","Niedersachsen","Freie.Demokratische.Partei",8758,14480
"1526",31,"Mittelems","Niedersachsen","Freie.Demokratische.Partei",10084,16187
"1527",32,"Cloppenburg – Vechta","Niedersachsen","Freie.Demokratische.Partei",8357,15298
"1528",33,"Diepholz – Nienburg I","Niedersachsen","Freie.Demokratische.Partei",10284,15514
"1529",34,"Osterholz – Verden","Niedersachsen","Freie.Demokratische.Partei",8272,13465
"1530",35,"Rotenburg I – Heidekreis","Niedersachsen","Freie.Demokratische.Partei",5658,10731
"1531",36,"Harburg","Niedersachsen","Freie.Demokratische.Partei",10458,18840
"1532",37,"Lüchow-Dannenberg – Lüneburg","Niedersachsen","Freie.Demokratische.Partei",9249,12959
"1533",38,"Osnabrück-Land","Niedersachsen","Freie.Demokratische.Partei",9604,14602
"1534",39,"Stadt Osnabrück","Niedersachsen","Freie.Demokratische.Partei",13348,14308
"1535",40,"Nienburg II – Schaumburg","Niedersachsen","Freie.Demokratische.Partei",6538,12427
"1536",41,"Stadt Hannover I","Niedersachsen","Freie.Demokratische.Partei",8734,13659
"1537",42,"Stadt Hannover II","Niedersachsen","Freie.Demokratische.Partei",8167,14735
"1538",43,"Hannover-Land I","Niedersachsen","Freie.Demokratische.Partei",9325,18868
"1539",44,"Celle – Uelzen","Niedersachsen","Freie.Demokratische.Partei",8828,16332
"1540",45,"Gifhorn – Peine","Niedersachsen","Freie.Demokratische.Partei",8056,13998
"1541",46,"Hameln-Pyrmont – Holzminden","Niedersachsen","Freie.Demokratische.Partei",8034,12531
"1542",47,"Hannover-Land II","Niedersachsen","Freie.Demokratische.Partei",10090,17926
"1543",48,"Hildesheim","Niedersachsen","Freie.Demokratische.Partei",9330,13902
"1544",49,"Salzgitter – Wolfenbüttel","Niedersachsen","Freie.Demokratische.Partei",7264,12451
"1545",50,"Braunschweig","Niedersachsen","Freie.Demokratische.Partei",7873,14679
"1546",51,"Helmstedt – Wolfsburg","Niedersachsen","Freie.Demokratische.Partei",7791,10988
"1547",52,"Goslar – Northeim – Osterode","Niedersachsen","Freie.Demokratische.Partei",7415,13707
"1548",53,"Göttingen","Niedersachsen","Freie.Demokratische.Partei",7733,15421
"1549",54,"Bremen I","Bremen","Freie.Demokratische.Partei",20398,18970
"1550",55,"Bremen II – Bremerhaven","Bremen","Freie.Demokratische.Partei",10024,11925
"1551",56,"Prignitz – Ostprignitz-Ruppin – Havelland I","Brandenburg","Freie.Demokratische.Partei",4230,6554
"1552",57,"Uckermark – Barnim I","Brandenburg","Freie.Demokratische.Partei",4862,7027
"1553",58,"Oberhavel – Havelland II","Brandenburg","Freie.Demokratische.Partei",9510,13909
"1554",59,"Märkisch-Oderland – Barnim II","Brandenburg","Freie.Demokratische.Partei",7110,11006
"1555",60,"Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I","Brandenburg","Freie.Demokratische.Partei",5763,8195
"1556",61,"Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II","Brandenburg","Freie.Demokratische.Partei",14424,17768
"1557",62,"Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I","Brandenburg","Freie.Demokratische.Partei",8911,13701
"1558",63,"Frankfurt (Oder) – Oder-Spree","Brandenburg","Freie.Demokratische.Partei",7007,9241
"1559",64,"Cottbus – Spree-Neiße","Brandenburg","Freie.Demokratische.Partei",7427,9937
"1560",65,"Elbe-Elster – Oberspreewald-Lausitz II","Brandenburg","Freie.Demokratische.Partei",6491,8122
"1561",66,"Altmark","Sachsen-Anhalt","Freie.Demokratische.Partei",7381,7837
"1562",67,"Börde – Jerichower Land","Sachsen-Anhalt","Freie.Demokratische.Partei",11081,11367
"1563",68,"Harz","Sachsen-Anhalt","Freie.Demokratische.Partei",6923,9900
"1564",69,"Magdeburg","Sachsen-Anhalt","Freie.Demokratische.Partei",10797,12713
"1565",70,"Dessau – Wittenberg","Sachsen-Anhalt","Freie.Demokratische.Partei",6043,8932
"1566",71,"Anhalt","Sachsen-Anhalt","Freie.Demokratische.Partei",9213,10849
"1567",72,"Halle","Sachsen-Anhalt","Freie.Demokratische.Partei",10131,13533
"1568",73,"Burgenland – Saalekreis","Sachsen-Anhalt","Freie.Demokratische.Partei",8530,10129
"1569",74,"Mansfeld","Sachsen-Anhalt","Freie.Demokratische.Partei",11091,11233
"1570",75,"Berlin-Mitte","Berlin","Freie.Demokratische.Partei",8948,12958
"1571",76,"Berlin-Pankow","Berlin","Freie.Demokratische.Partei",7858,12304
"1572",77,"Berlin-Reinickendorf","Berlin","Freie.Demokratische.Partei",9646,15278
"1573",78,"Berlin-Spandau – Charlottenburg Nord","Berlin","Freie.Demokratische.Partei",8283,12937
"1574",79,"Berlin-Steglitz-Zehlendorf","Berlin","Freie.Demokratische.Partei",16105,25324
"1575",80,"Berlin-Charlottenburg-Wilmersdorf","Berlin","Freie.Demokratische.Partei",14420,23296
"1576",81,"Berlin-Tempelhof-Schöneberg","Berlin","Freie.Demokratische.Partei",11361,18576
"1577",82,"Berlin-Neukölln","Berlin","Freie.Demokratische.Partei",7149,10847
"1578",83,"Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost","Berlin","Freie.Demokratische.Partei",5230,10153
"1579",84,"Berlin-Treptow-Köpenick","Berlin","Freie.Demokratische.Partei",5815,10074
"1580",85,"Berlin-Marzahn-Hellersdorf","Berlin","Freie.Demokratische.Partei",4855,7290
"1581",86,"Berlin-Lichtenberg","Berlin","Freie.Demokratische.Partei",5018,7718
"1582",87,"Aachen I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10232,19794
"1583",88,"Aachen II","Nordrhein-Westfalen","Freie.Demokratische.Partei",11036,19216
"1584",89,"Heinsberg","Nordrhein-Westfalen","Freie.Demokratische.Partei",9334,16111
"1585",90,"Düren","Nordrhein-Westfalen","Freie.Demokratische.Partei",8787,17156
"1586",91,"Rhein-Erft-Kreis I","Nordrhein-Westfalen","Freie.Demokratische.Partei",17648,27398
"1587",92,"Euskirchen – Rhein-Erft-Kreis II","Nordrhein-Westfalen","Freie.Demokratische.Partei",18315,27408
"1588",93,"Köln I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10652,18058
"1589",94,"Köln II","Nordrhein-Westfalen","Freie.Demokratische.Partei",17816,33760
"1590",95,"Köln III","Nordrhein-Westfalen","Freie.Demokratische.Partei",10598,16850
"1591",96,"Bonn","Nordrhein-Westfalen","Freie.Demokratische.Partei",18724,28113
"1592",97,"Rhein-Sieg-Kreis I","Nordrhein-Westfalen","Freie.Demokratische.Partei",18768,27267
"1593",98,"Rhein-Sieg-Kreis II","Nordrhein-Westfalen","Freie.Demokratische.Partei",14491,30142
"1594",99,"Oberbergischer Kreis","Nordrhein-Westfalen","Freie.Demokratische.Partei",12122,21352
"1595",100,"Rheinisch-Bergischer Kreis","Nordrhein-Westfalen","Freie.Demokratische.Partei",27067,28844
"1596",101,"Leverkusen – Köln IV","Nordrhein-Westfalen","Freie.Demokratische.Partei",10136,18673
"1597",102,"Wuppertal I","Nordrhein-Westfalen","Freie.Demokratische.Partei",12908,18436
"1598",103,"Solingen – Remscheid – Wuppertal II","Nordrhein-Westfalen","Freie.Demokratische.Partei",12548,22947
"1599",104,"Mettmann I","Nordrhein-Westfalen","Freie.Demokratische.Partei",13202,25756
"1600",105,"Mettmann II","Nordrhein-Westfalen","Freie.Demokratische.Partei",10795,19691
"1601",106,"Düsseldorf I","Nordrhein-Westfalen","Freie.Demokratische.Partei",21944,33940
"1602",107,"Düsseldorf II","Nordrhein-Westfalen","Freie.Demokratische.Partei",13049,21277
"1603",108,"Neuss I","Nordrhein-Westfalen","Freie.Demokratische.Partei",11466,23585
"1604",109,"Mönchengladbach","Nordrhein-Westfalen","Freie.Demokratische.Partei",10225,17946
"1605",110,"Krefeld I – Neuss II","Nordrhein-Westfalen","Freie.Demokratische.Partei",17674,26859
"1606",111,"Viersen","Nordrhein-Westfalen","Freie.Demokratische.Partei",14234,27577
"1607",112,"Kleve","Nordrhein-Westfalen","Freie.Demokratische.Partei",12690,22688
"1608",113,"Wesel I","Nordrhein-Westfalen","Freie.Demokratische.Partei",12644,19709
"1609",114,"Krefeld II – Wesel II","Nordrhein-Westfalen","Freie.Demokratische.Partei",10807,17916
"1610",115,"Duisburg I","Nordrhein-Westfalen","Freie.Demokratische.Partei",8290,12491
"1611",116,"Duisburg II","Nordrhein-Westfalen","Freie.Demokratische.Partei",6993,8313
"1612",117,"Oberhausen – Wesel III","Nordrhein-Westfalen","Freie.Demokratische.Partei",9357,14800
"1613",118,"Mülheim – Essen I","Nordrhein-Westfalen","Freie.Demokratische.Partei",12733,18338
"1614",119,"Essen II","Nordrhein-Westfalen","Freie.Demokratische.Partei",7207,10583
"1615",120,"Essen III","Nordrhein-Westfalen","Freie.Demokratische.Partei",12639,23068
"1616",121,"Recklinghausen I","Nordrhein-Westfalen","Freie.Demokratische.Partei",8791,12673
"1617",122,"Recklinghausen II","Nordrhein-Westfalen","Freie.Demokratische.Partei",13901,14783
"1618",123,"Gelsenkirchen","Nordrhein-Westfalen","Freie.Demokratische.Partei",7874,10834
"1619",124,"Steinfurt I – Borken I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10158,19339
"1620",125,"Bottrop – Recklinghausen III","Nordrhein-Westfalen","Freie.Demokratische.Partei",9703,15740
"1621",126,"Borken II","Nordrhein-Westfalen","Freie.Demokratische.Partei",14217,20610
"1622",127,"Coesfeld – Steinfurt II","Nordrhein-Westfalen","Freie.Demokratische.Partei",16196,21106
"1623",128,"Steinfurt III","Nordrhein-Westfalen","Freie.Demokratische.Partei",8533,17204
"1624",129,"Münster","Nordrhein-Westfalen","Freie.Demokratische.Partei",13219,25683
"1625",130,"Warendorf","Nordrhein-Westfalen","Freie.Demokratische.Partei",11291,21174
"1626",131,"Gütersloh I","Nordrhein-Westfalen","Freie.Demokratische.Partei",11401,22848
"1627",132,"Bielefeld – Gütersloh II","Nordrhein-Westfalen","Freie.Demokratische.Partei",13491,21314
"1628",133,"Herford – Minden-Lübbecke II","Nordrhein-Westfalen","Freie.Demokratische.Partei",9405,19181
"1629",134,"Minden-Lübbecke I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10575,16865
"1630",135,"Lippe I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10690,15916
"1631",136,"Höxter – Lippe II","Nordrhein-Westfalen","Freie.Demokratische.Partei",10805,19529
"1632",137,"Paderborn – Gütersloh III","Nordrhein-Westfalen","Freie.Demokratische.Partei",10228,24976
"1633",138,"Hagen – Ennepe-Ruhr-Kreis I","Nordrhein-Westfalen","Freie.Demokratische.Partei",11727,18722
"1634",139,"Ennepe-Ruhr-Kreis II","Nordrhein-Westfalen","Freie.Demokratische.Partei",14144,17270
"1635",140,"Bochum I","Nordrhein-Westfalen","Freie.Demokratische.Partei",10924,17463
"1636",141,"Herne – Bochum II","Nordrhein-Westfalen","Freie.Demokratische.Partei",8461,11571
"1637",142,"Dortmund I","Nordrhein-Westfalen","Freie.Demokratische.Partei",9063,17193
"1638",143,"Dortmund II","Nordrhein-Westfalen","Freie.Demokratische.Partei",9031,15403
"1639",144,"Unna I","Nordrhein-Westfalen","Freie.Demokratische.Partei",9635,17196
"1640",145,"Hamm – Unna II","Nordrhein-Westfalen","Freie.Demokratische.Partei",9958,17660
"1641",146,"Soest","Nordrhein-Westfalen","Freie.Demokratische.Partei",13680,23296
"1642",147,"Hochsauerlandkreis","Nordrhein-Westfalen","Freie.Demokratische.Partei",12893,21919
"1643",148,"Siegen-Wittgenstein","Nordrhein-Westfalen","Freie.Demokratische.Partei",11741,19128
"1644",149,"Olpe – Märkischer Kreis I","Nordrhein-Westfalen","Freie.Demokratische.Partei",13230,20759
"1645",150,"Märkischer Kreis II","Nordrhein-Westfalen","Freie.Demokratische.Partei",15221,19327
"1646",151,"Nordsachsen","Sachsen","Freie.Demokratische.Partei",7642,9190
"1647",152,"Leipzig I","Sachsen","Freie.Demokratische.Partei",9073,13563
"1648",153,"Leipzig II","Sachsen","Freie.Demokratische.Partei",10053,14845
"1649",154,"Leipzig-Land","Sachsen","Freie.Demokratische.Partei",10048,12859
"1650",155,"Meißen","Sachsen","Freie.Demokratische.Partei",7992,13156
"1651",156,"Bautzen I","Sachsen","Freie.Demokratische.Partei",9247,12113
"1652",157,"Görlitz","Sachsen","Freie.Demokratische.Partei",7661,10810
"1653",158,"Sächsische Schweiz-Osterzgebirge","Sachsen","Freie.Demokratische.Partei",9932,12794
"1654",159,"Dresden I","Sachsen","Freie.Demokratische.Partei",13590,18601
"1655",160,"Dresden II – Bautzen II","Sachsen","Freie.Demokratische.Partei",12842,17683
"1656",161,"Mittelsachsen","Sachsen","Freie.Demokratische.Partei",8651,11598
"1657",162,"Chemnitz","Sachsen","Freie.Demokratische.Partei",9536,12164
"1658",163,"Chemnitzer Umland – Erzgebirgskreis II","Sachsen","Freie.Demokratische.Partei",10343,10541
"1659",164,"Erzgebirgskreis I","Sachsen","Freie.Demokratische.Partei",11819,12104
"1660",165,"Zwickau","Sachsen","Freie.Demokratische.Partei",19180,11252
"1661",166,"Vogtlandkreis","Sachsen","Freie.Demokratische.Partei",7832,10138
"1662",167,"Waldeck","Hessen","Freie.Demokratische.Partei",9930,13918
"1663",168,"Kassel","Hessen","Freie.Demokratische.Partei",9759,15046
"1664",169,"Werra-Meißner – Hersfeld-Rotenburg","Hessen","Freie.Demokratische.Partei",6597,11096
"1665",170,"Schwalm-Eder","Hessen","Freie.Demokratische.Partei",9298,13118
"1666",171,"Marburg","Hessen","Freie.Demokratische.Partei",6044,12190
